	0
MP:0000794	abnormal parietal lobe morphology
MP:0000795	abnormal postcentral gyrus morphology
MP:0000796	abnormal sensory dissociation area morphology
MP:0000797	abnormal supramarginal gyrus morphology
MP:0000798	abnormal frontal lobe morphology
MP:0000799	abnormal precentral gyrus morphology
MP:0000800	abnormal supplemetal motor cortex morphology
MP:0000801	abnormal temporal lobe morphology
MP:0000802	abnormal superior temporal gyrus morphology
MP:0000803	abnormal transverse gyrus of Heschl morphology
MP:0000804	abnormal occipital lobe morphology
MP:0000805	abnormal visual cortex morphology
MP:0000807	abnormal hippocampus morphology
MP:0000806	abnormal hippocampus morphology
MP:0000810	abnormal hippocampus morphology
MP:0000808	abnormal hippocampus development
MP:0000809	absent hippocampus
MP:0000811	hippocampal neuron degeneration
MP:0000812	abnormal dentate gyrus morphology
MP:0000813	abnormal hippocampus layer morphology
MP:0000814	absent dentate gyrus
MP:0000815	abnormal Ammon gyrus morphology
MP:0000816	obsolete abnormal hippocampal molecular layer morphology
MP:0000818	abnormal amygdala morphology
MP:0000819	abnormal olfactory bulb morphology
MP:0000943	abnormal olfactory bulb morphology
MP:0000820	abnormal choroid plexus morphology
MP:0000821	choroid plexus hyperplasia
MP:0000822	abnormal brain ventricle morphology
MP:0000823	abnormal lateral ventricle morphology
MP:0000825	dilated lateral ventricles
MP:0000824	dilated lateral ventricles
MP:0000826	abnormal third ventricle morphology
MP:0000827	dilated third ventricle
MP:0000828	abnormal fourth ventricle morphology
MP:0000829	dilated fourth ventricle
MP:0000830	abnormal diencephalon morphology
MP:0000831	diencephalon hyperplasia
MP:0000832	abnormal thalamus morphology
MP:0000833	thalamus hyperplasia
MP:0000834	abnormal subthalamus morphology
MP:0000835	abnormal subthalamic nucleus morphology
MP:0000836	abnormal substantia nigra morphology
MP:0000837	abnormal hypothalamus morphology
MP:0000838	obsolete abnormal pituitary afferents
MP:0000839	hypothalamus hyperplasia
MP:0000840	abnormal epithalamus morphology
MP:0000841	abnormal hindbrain morphology
MP:0000842	absent superior olivary complex
MP:0000843	absent facial nuclei
MP:0000844	abnormal pontine flexure morphology
MP:0000846	abnormal medulla oblongata morphology
MP:0000845	abnormal medulla oblongata morphology
MP:0000847	abnormal metencephalon morphology
MP:0000848	abnormal pons morphology
MP:0000849	abnormal cerebellum morphology
MP:0000850	absent cerebellum
MP:0000851	cerebellum hypoplasia
MP:0000852	small cerebellum
MP:0000853	absent cerebellar foliation
MP:0000854	abnormal cerebellum development
MP:0000855	accelerated formation of intralobular fissures
MP:0000856	abnormal cerebellar plate morphology
MP:0000857	abnormal cerebellar foliation
MP:0000858	abnormal metastatic potential
MP:0000859	abnormal somatosensory cortex morphology
MP:0000860	abnormal primary somatosensory cortex morphology
MP:0000861	disorganized barrel cortex
MP:0000862	absent barrels in primary somatosensory cortex
MP:0000863	abnormal secondary somatosensory cortex morphology
MP:0000864	abnormal cerebellum vermis morphology
MP:0000865	absent cerebellum vermis
MP:0000866	cerebellum vermis hypoplasia
MP:0000867	abnormal cerebellum anterior vermis morphology
MP:0000868	decreased anterior vermis size
MP:0000869	abnormal cerebellum posterior vermis morphology
MP:0000870	absent cerebellum vermis lobule VIII
MP:0000871	absent cerebellum vermis lobule IX
MP:0000872	abnormal cerebellum external granule cell layer morphology
MP:0000873	thin external granule cell layer
MP:0000874	irregular external granule cell layer thickness
MP:0000875	abnormal cerebellar Purkinje cell layer
MP:0000876	Purkinje cell degeneration
MP:0000877	abnormal Purkinje cell morphology
MP:0000878	abnormal Purkinje cell number
MP:0000879	increased Purkinje cell number
MP:0000325	increased Purkinje cell number
MP:0000880	decreased Purkinje cell number
MP:0000337	decreased Purkinje cell number
MP:0000881	obsolete Abnormal Purkinje Cell Size
MP:0000882	obsolete Increased Purkinje Cell Size dup.
MP:0000883	obsolete Decreased Purkinje Cell Size dup.
MP:0000884	delaminated Purkinje cell layer
MP:0000885	ectopic Purkinje cell
MP:0000886	abnormal cerebellar granule layer morphology
MP:0000887	delaminated cerebellar granule layer
MP:0000888	absent cerebellar granule layer
MP:0000889	abnormal cerebellar molecular layer
MP:0000890	thin cerebellar molecular layer
MP:0000891	obsolete Abnormal Thickness of Molecular Layer
MP:0000892	obsolete Increased Thickness of Molecular Layer
MP:0000893	obsolete Decreased Thickness of Molecular Layer
MP:0000894	obsolete Abnormal Cell Number of Molecular Layer
MP:0000895	obsolete Increased Cell Number of Molecular Layer
MP:0000896	obsolete Decreased Cell Number of Molecular Layer
MP:0000897	abnormal midbrain morphology
MP:0000898	midbrain hyperplasia
MP:0000899	abnormal corpora quadrigemina morphology
MP:0000900	decreased colliculi size
MP:0000901	abnormal position of colliculi
MP:0000904	abnormal superior colliculus morphology
MP:0000905	increased superior colliculus size
MP:0000906	abnormal trigeminal V mesencephalic nucleus morphology
MP:0000907	small mesencephalic trigeminal nucleus
MP:0000908	absent mesencephalic trigeminal nucleus
MP:0000909	abnormal facial motor nucleus morphology
MP:0000910	small facial motor nucleus
MP:0000911	abnormal trigeminal motor nucleus morphology
MP:0000912	small trigeminal motor nucleus
MP:0000913	abnormal brain development
MP:0001888	abnormal brain development
MP:0000914	exencephaly
MP:0000917	obstructive hydrocephaly
MP:0001892	obstructive hydrocephaly
MP:0000919	cranioschisis
MP:0000920	abnormal myelination
MP:0001894	abnormal myelination
MP:0010051	abnormal myelination
MP:0000921	demyelination
MP:0010049	demyelination
MP:0000923	abnormal roof plate morphology
MP:0000924	absent roof plate
MP:0000925	abnormal floor plate morphology
MP:0000926	absent floor plate
MP:0000927	small floor plate
MP:0000928	incomplete rostral neuropore closure
MP:0000929	open neural tube
MP:0000931	open neural tube
MP:0005436	open neural tube
MP:0000930	wavy neural tube
MP:0000932	absent notochord
MP:0000933	abnormal rhombomere morphology
MP:0000934	abnormal telencephalon development
MP:0000935	abnormal folding of telencephalic vesicles
MP:0000936	small embryonic telencephalon
MP:0000937	abnormal motor neuron morphology
MP:0000938	motor neuron degeneration
MP:0000939	decreased motor neuron number
MP:0000940	abnormal motor neuron innervation pattern
MP:0000941	obsolete failure of motor neuron target finding
MP:0000942	obsolete excessive motor neuron axon growth
MP:0000944	obsolete Reduced Olfactory mitral Cells
MP:0000947	convulsive seizures
MP:0001494	convulsive seizures
MP:0000948	nonconvulsive seizures
MP:0001495	nonconvulsive seizures
MP:0000950	abnormal seizure response to pharmacological agent
MP:0001497	abnormal seizure response to pharmacological agent
MP:0000951	sporadic seizures
MP:0001498	sporadic seizures
MP:0000952	abnormal CNS glial cell morphology
MP:0000953	abnormal oligodendrocyte morphology
MP:0000954	decreased oligodendrocyte progenitor number
MP:0000955	abnormal spinal cord morphology
MP:0000956	decreased spinal cord size
MP:0000958	peripheral nervous system degeneration
MP:0000959	abnormal somatic sensory system morphology
MP:0000960	abnormal sensory ganglion morphology
MP:0000961	abnormal dorsal root ganglion morphology
MP:0001104	abnormal dorsal root ganglion morphology
MP:0000962	disorganized dorsal root ganglion
MP:0000963	fused dorsal root ganglion
MP:0000964	small dorsal root ganglion
MP:0000965	abnormal sensory neuron morphology
MP:0000966	decreased sensory neuron number
MP:0000968	abnormal sensory neuron innervation pattern
MP:0000967	abnormal sensory neuron innervation pattern
MP:0000969	abnormal nociceptor morphology
MP:0000970	abnormal polymodal receptor morphology
MP:0000971	abnormal thermoreceptor morphology
MP:0000972	abnormal mechanoreceptor morphology
MP:0000973	abnormal cutaneous/subcutaneous mechanoreceptor morphology
MP:0000974	abnormal hair guard neuron morphology
MP:0000975	absent hair guard neurons
MP:0000976	hyperinnervation of hair guard cells
MP:0000977	abnormal hair-tylotrich neuron morphology
MP:0000978	hyperinnervation of hair-tylotrich cells
MP:0000979	abnormal hair-down neuron morphology
MP:0000980	absent hair-down neurons
MP:0000981	hyperinnervation of hair-down cells
MP:0000982	abnormal Meissner's corpuscle morphology
MP:0000983	enlarged Meissner's corpuscles
MP:0000984	hyperinnervation of Meissner's corpuscle
MP:0000985	abnormal Merkel's receptor morphology
MP:0000986	increased Merkel's receptor number
MP:0000987	hyperinnervation of Merkel's receptor
MP:0000988	abnormal pacinian corpuscle morphology
MP:0000989	abnormal Ruffini's corpuscle morphology
MP:0000990	abnormal skeletal muscle mechanoreceptor morphology
MP:0000991	abnormal primary muscle spindle morphology
MP:0000992	absent primary muscle spindle
MP:0000993	partial loss of primary muscle spindle
MP:0000994	abnormal secondary muscle spindle morphology
MP:0000995	absent secondary muscle spindle
MP:0000996	partial loss of secondary muscle spindle
MP:0000997	abnormal synovial joint capsule morphology
MP:0000998	absent synovial joint capsule
MP:0000999	abnormal golgi tendon organ morphology
MP:0001000	absent golgi tendon organ
MP:0001001	abnormal chemoreceptor morphology
MP:0001002	abnormal taste bud morphology
MP:0001003	abnormal olfactory receptor morphology
MP:0001004	abnormal retinal photoreceptor morphology
MP:0001005	abnormal retinal rod cell morphology
MP:0001006	abnormal retinal cone cell morphology
MP:0001007	abnormal sympathetic system morphology
MP:0001008	abnormal sympathetic ganglion morphology
MP:0001009	paravertebral ganglia hyperplasia
MP:0001010	prevertebral ganglia hyperplasia
MP:0001011	abnormal superior cervical ganglion morphology
MP:0001012	superior cervical ganglion hypertrophy
MP:0001013	enlarged superior cervical ganglion
MP:0001014	absent superior cervical ganglion
MP:0001015	small superior cervical ganglion
MP:0001016	abnormal middle cervical ganglion morphology
MP:0001017	abnormal stellate ganglion morphology
MP:0001018	obsolete abnormal adrenal gland ganglion
MP:0001019	abnormal L4 dorsal root ganglion morphology
MP:0006406	abnormal L4 dorsal root ganglion morphology
MP:0001020	L4 dorsal root ganglion hypertrophy
MP:0001021	small L4 dorsal root ganglion
MP:0001022	abnormal L5 dorsal root ganglion morphology
MP:0006407	abnormal L5 dorsal root ganglion morphology
MP:0001023	L5 dorsal root ganglion hypertrophy
MP:0001024	small L5 dorsal root ganglion
MP:0001025	abnormal sympathetic neuron morphology
MP:0001026	abnormal adrenergic neuron morphology
MP:0001027	obsolete abnormal adrenergic innervation
MP:0001028	obsolete adrenergic hyperinnervation of muscle
MP:0001031	obsolete cholinergic hyperinnervation of muscle
MP:0001032	abnormal peptidergic neuron morphology
MP:0001033	abnormal parasympathetic system morphology
MP:0001034	abnormal parasympathetic ganglion morphology
MP:0001035	abnormal submandibular ganglion morphology
MP:0001036	small submandibular ganglion
MP:0001037	abnormal parasympathetic neuron morphology
MP:0001038	abnormal cholinergic neuron morphology
MP:0001029	abnormal cholinergic neuron morphology
MP:0001039	obsolete abnormal cholinergic innervation
MP:0001030	obsolete abnormal cholinergic innervation
MP:0001040	deficient enteric cholinergic innervation
MP:0001050	deficient enteric cholinergic innervation
MP:0001041	obsolete absent lacrimal gland cholinergic innervation
MP:0001042	obsolete absent sublingual salivary gland cholinergic innervation
MP:0001043	obsolete absent parotid salivary gland cholinergic innervation
MP:0001044	abnormal enteric nervous system morphology
MP:0001045	abnormal enteric ganglia morphology
MP:0001046	abnormal enteric neuron morphology
MP:0001047	abnormal enteric cholinergic neuron morphology
MP:0001048	absent enteric neurons
MP:0001049	abnormal enteric cholinergic innervation
MP:0001051	abnormal somatic motor system morphology
MP:0001052	abnormal innervation pattern to muscle
MP:0001053	abnormal neuromuscular synapse morphology
MP:0001054	failure of neuromuscular synapse presynaptic differentiation
MP:0001055	failure of neuromuscular synapse postsynaptic differentiation
MP:0001056	abnormal cranial nerve morphology
MP:0001059	optic nerve atrophy
MP:0001331	optic nerve atrophy
MP:0001061	abnormal oculomotor nerve morphology
MP:0001062	absent oculomotor nerve
MP:0001063	abnormal trochlear nerve morphology
MP:0001064	absent trochlear nerve
MP:0001065	abnormal trigeminal nerve morphology
MP:0001066	absent trigeminal nerve
MP:0001067	absent mandibular nerve
MP:0001068	abnormal mandibular nerve branching
MP:0001069	obsolete absent trigeminal nerve connections to hindbrain
MP:0001070	abnormal abducens nerve morphology
MP:0001071	abnormal facial nerve morphology
MP:0001072	abnormal vestibulocochlear nerve morphology
MP:0001073	abnormal glossopharyngeal nerve morphology
MP:0001074	abnormal vagus nerve morphology
MP:0001075	abnormal accessory nerve morphology
MP:0001076	abnormal hypoglossal nerve morphology
MP:0001077	abnormal spinal nerve morphology
MP:0001078	abnormal phrenic nerve morphology
MP:0001079	absent phrenic nerve
MP:0001080	defasiculated phrenic nerve
MP:0001081	abnormal cranial ganglia morphology
MP:0001082	abnormal geniculate ganglion morphology
MP:0001083	small geniculate ganglion
MP:0001084	abnormal petrosal ganglion morphology
MP:0001099	abnormal petrosal ganglion morphology
MP:0001085	small petrosal ganglion
MP:0001086	absent petrosal ganglion
MP:0001087	abnormal nodose ganglion morphology
MP:0001103	abnormal nodose ganglion morphology
MP:0001088	small nodose ganglion
MP:0001089	absent nodose ganglion
MP:0001091	obsolete small vestibular cochlear ganglion
MP:0001092	abnormal trigeminal ganglion morphology
MP:0001093	small trigeminal ganglion
MP:0001094	trigeminal ganglion hypertrophy
MP:0001095	enlarged trigeminal ganglion
MP:0001096	abnormal glossopharyngeal ganglion morphology
MP:0001097	abnormal superior glossopharyngeal ganglion morphology
MP:0001098	small superior glossopharyngeal ganglion
MP:0001100	abnormal vagus ganglion morphology
MP:0001101	abnormal superior vagus ganglion morphology
MP:0001102	small superior vagus ganglion
MP:0001105	abnormal PNS glial cell morphology
MP:0001106	abnormal Schwann cell morphology
MP:0001107	decreased Schwann cell number
MP:0001108	absent Schwann cells
MP:0001109	absent Schwann cell precursors
MP:0001116	small gonad
MP:0001117	absent gametes
MP:0001119	abnormal female reproductive system morphology
MP:0001120	abnormal uterus morphology
MP:0001121	uterus hypoplasia
MP:0003573	uterus hypoplasia
MP:0001123	dilated uterus
MP:0001124	abnormal gametes
MP:0001125	abnormal oocyte morphology
MP:0001126	abnormal ovary morphology
MP:0001127	small ovary
MP:0001128	ovary hyperplasia
MP:0001129	impaired ovarian folliculogenesis
MP:0001122	impaired ovarian folliculogenesis
MP:0001130	abnormal ovarian folliculogenesis
