# Expression Atlas
# Query: Genes matching: 'default query', specifically up/down differentially expressed in 5 comparisons  given the adjusted p-value cutoff 1 and log2-fold change cutoff 0 in experiment E-MTAB-6863
# Timestamp: Tue, 07-Jun-2022 23:32:23
Gene ID	Gene Name	'advanced' vs 'early' in 'no steatosis; liver disease; Hepatitis C virus genotype 1' .foldChange	'advanced' vs 'early' in 'no steatosis; liver disease; Hepatitis C virus genotype 1'.pValue	'advanced' vs 'early' in 'no steatosis; liver disease; Hepatitis C virus genotype 3' .foldChange	'advanced' vs 'early' in 'no steatosis; liver disease; Hepatitis C virus genotype 3'.pValue	'advanced' vs 'early' in 'steatosis; liver disease; Hepatitis C virus genotype 1' .foldChange	'advanced' vs 'early' in 'steatosis; liver disease; Hepatitis C virus genotype 1'.pValue	'advanced' vs 'early' in 'steatosis; liver disease; Hepatitis C virus genotype 3' .foldChange	'advanced' vs 'early' in 'steatosis; liver disease; Hepatitis C virus genotype 3'.pValue	'advanced' vs 'early' in 'steatosis; non-alcoholic fatty liver disease; not applicable' .foldChange	'advanced' vs 'early' in 'steatosis; non-alcoholic fatty liver disease; not applicable'.pValue
ENSG00000008513	ST3GAL1	-0.4	0.965191369769502	-0.6	0.14597628483173	-0.1	0.974627815415514	-0.7	0.0319704124745394	-0.4	0.610770518882142
ENSG00000008516	MMP25	0.4	0.998686392876708	-0.1	0.934882425475863	-0.1	0.979413201328738	-0.1	0.964094085395523	-0.2	0.849632013430095
ENSG00000008517	IL32	0.4	0.999985931919634	0.4	0.607969857990432	0.1	0.975459644410348	-0.1	0.980516578344792	0.7	0.268898255339345
ENSG00000008710	PKD1	-0.1	0.999985931919634	-0.4	0.484975014072169	0.2	0.892620531092889	-0.1	0.897364603044661	-0.5	0.378530883774952
ENSG00000008735	MAPK8IP2	0.6	0.77940120123689			0.6	0.781451304460213	0.6	0.68837101989814	-0.2	0.836348994347991
ENSG00000008838	MED24	0.1	0.999985931919634	-0.5	0.274890051968016	0.1	0.94870866679405			-0.2	0.76410928811165
ENSG00000008853	RHOBTB2	0.2	0.999985931919634	-0.1	0.889877184415629	0.3	0.816237231742626	-0.1	0.966761563532408	-0.2	0.751005125611672
ENSG00000008869	HEATR5B			0.4	0.38623810270918			0.1	0.958277785055222	0.1	0.822045261966687
ENSG00000008952	SEC62	-0.1	0.999985931919634	0.1	0.809556500896646	-0.4	0.801508396279709	-0.1	0.959013724467702	0.3	0.693567731388175
ENSG00000008988	RPS20			-0.7	0.140891215004582	-0.1	0.955098234054372	-0.4	0.712575021550395	-0.3	0.78173748343334
ENSG00000009307	CSDE1			-0.2	0.387782504856553	-0.2	0.772248316543645	-0.1	0.955868342792071	0.1	0.815260293009006
ENSG00000009335	UBE3C	0.1	0.999985931919634	-0.3	0.192719723647672	0.1	0.941603506462073	-0.1	0.845439623656629	-0.1	0.813462691260641
ENSG00000009413	REV3L			0.6	0.279297950196563	0.3	0.901325383304386	0.4	0.788796491195272	0.2	0.7730494534392
ENSG00000009694	TENM1	-0.1	0.999985931919634	0.6	0.374483866593241						
ENSG00000009724	MASP2	-0.2	0.999985931919634	-0.6	0.20162424659821	-0.5	0.770966192895242	-0.4	0.640006688108064	-0.2	0.78173748343334
ENSG00000009765	IYD	-0.3	0.999985931919634			-0.5	0.804710067764335	-0.7	0.157354808725887		
ENSG00000009780	FAM76A	-0.1	0.999985931919634	-0.3	0.494891655684587	0.1	0.979643665342905	-0.2	0.74033740599407		
ENSG00000009790	TRAF3IP3	0.6	0.510273636759666	0.8	0.123723055685779	0.1	0.988680569518034	0.6	0.41711617764531	0.3	0.646555249311165
ENSG00000009830	POMT2			-0.4	0.372832012198815	0.3	0.82545553890333	0.2	0.851997037668534		
ENSG00000009844	VTA1	-0.1	0.999985931919634	-0.1	0.868255594710108	-0.2	0.941364468287445	-0.2	0.89214033674537	0.3	0.580308639370329
ENSG00000009950	MLXIPL	-0.3	0.999985931919634	-0.1	0.84013040128282	-0.2	0.959388487438152			-0.4	0.576684351684317
ENSG00000009954	BAZ1B			-0.2	0.557610710307991	-0.2	0.851594395253007	0.1	0.926963132878864		
ENSG00000010017	RANBP9							-0.1	0.958277785055222	0.2	0.662728818757752
ENSG00000010030	ETV7	-0.1	0.999985931919634	-0.9	0.253375846113852	-0.3	0.934911119311627	-0.1	0.969280166439231	0.4	0.649424954958173
ENSG00000010072	SPRTN	-0.1	0.999985931919634	0.1	0.832751402376168	0.1	0.973382031523671			0.2	0.715664205551873
ENSG00000010165	EEF1AKNMT	-0.1	0.999985931919634	-0.4	0.201534450013944	0.1	0.958197125447237			-0.2	0.789223877102621
ENSG00000010219	DYRK4	0.2	0.999985931919634	0.3	0.449278795319111			-0.1	0.928018561787898		
ENSG00000010244	ZNF207	-0.1	0.999985931919634	0.5	0.302938944854869						
ENSG00000010256	UQCRC1	0.1	0.999985931919634	-1.0	0.096836270066512	0.1	0.979651067592578	-0.2	0.859482626312834	-0.2	0.874763946772108
ENSG00000010270	STARD3NL	0.1	0.999985931919634			-0.1	0.955098234054372			0.3	0.628549164534448
ENSG00000010278	CD9	-0.1	0.999985931919634	-0.5	0.461749906345854	0.6	0.777444165966042	-0.5	0.190259979731208		
ENSG00000010292	NCAPD2					0.1	0.941603506462073			-0.1	0.852178250667741
ENSG00000010295	IFFO1	0.1	0.999985931919634	-0.1	0.76233397710609	0.1	0.963482472673717	-0.1	0.89844314314489	-0.3	0.395094028137161
ENSG00000010310	GIPR	0.7	0.503177050082942			0.7	0.710621817819568	1.0	0.0822783973441262		
ENSG00000010318	PHF7	-0.2	0.999985931919634	-0.1	0.802107142301488			-0.1	0.938591630882781	-0.3	0.577215728568649
ENSG00000010319	SEMA3G	1.2	0.0976499298838821	0.5	0.493123820816351	0.8	0.801172629289385	1.0	0.0885937191297097	0.6	0.526699111648173
ENSG00000010322	NISCH			-0.4	0.365843605235853	0.1	0.910514156976988	-0.1	0.833784513012468	-0.3	0.238894200609189
ENSG00000010327	STAB1	-0.1	0.999985931919634	-1.1	0.0443465264903548	-0.3	0.8369310428354	-0.3	0.435567809270587	-0.4	0.586339271919165
ENSG00000010361	FUZ			-0.7	0.259518344917485	0.1	0.954024131690835			-0.4	0.541673469209524
ENSG00000010379	SLC6A13	-0.1	0.999985931919634	-0.6	0.158060923661197	-0.5	0.831455948103951	-0.4	0.726647465423968	-0.1	0.897218055998085
ENSG00000010404	IDS	-0.3	0.999985931919634	0.5	0.196824824977114	0.2	0.94870866679405	-0.2	0.882131852247449	0.2	0.748263718703782
ENSG00000010438	PRSS3	0.5	0.965279555556949			0.2	0.956969995565171	0.4	0.844492301285119	0.1	0.909600503565256
ENSG00000010539	ZNF200	0.2	0.974977017030014	0.1	0.876509588336737	0.1	0.929044254329603	0.3	0.721427129953346	0.2	0.747158909775481
ENSG00000010610	CD4	-0.2	0.999985931919634	-0.8	0.186886946210973	-0.7	0.335560410127947	-0.3	0.803340136030278	-0.4	0.722251696594226
ENSG00000010626	LRRC23					0.2	0.942543938650418	0.1	0.959455873432875	-0.1	0.923737806026925
ENSG00000010671	BTK	0.3	0.999985931919634	0.3	0.474108869836912	-0.4	0.828542127537742	0.1	0.939991803890904	0.1	0.898000786143563
ENSG00000010704	HFE	-0.1	0.999985931919634	-0.2	0.598725249917264	-0.1	0.980550787060811	-0.2	0.888561502824003		
ENSG00000010803	SCMH1	-0.3	0.999703836612836	-0.1	0.87949472433	0.3	0.675749886606855			-0.3	0.66315891241272
ENSG00000010810	FYN	0.3	0.895118645744928					0.1	0.891399745745728	0.1	0.884106012625655
ENSG00000010818	HIVEP2	0.1	0.999985931919634	0.6	0.119912292527306	0.3	0.849820230362156	0.3	0.650467466463241	0.1	0.89497840080301
ENSG00000010932	FMO1	-0.3	0.999985931919634	-0.7	0.371282017990671	0.5	0.886743806281713	-0.1	0.982033232603151	-0.4	0.71368104670087
ENSG00000011007	ELOA			-0.5	0.145686299096421	-0.2	0.901459940478543	-0.2	0.719108135329073	-0.2	0.7137799505811
ENSG00000011009	LYPLA2			-0.7	0.233138930311852	-0.3	0.877886170289888			-0.3	0.682636373811519
ENSG00000011021	CLCN6	-0.1	0.999985931919634	-0.2	0.722228922892625			0.1	0.954412364755138	-0.1	0.830851869606785
ENSG00000011028	MRC2	0.4	0.999985931919634	0.1	0.915174245276492	0.7	0.741369707257605	0.4	0.753957468333715	0.2	0.815942113236626
ENSG00000011105	TSPAN9			-0.8	0.113695804170512	-0.4	0.804710067764335	-0.1	0.930333929048023	-0.5	0.495156139767486
ENSG00000011114	BTBD7			0.3	0.413908431738192	0.2	0.741775180719256	0.1	0.947624514470146	0.1	0.734573566837256
ENSG00000011132	APBA3	0.1	0.999985931919634	-0.5	0.333888394172227					-0.3	0.68664893959399
ENSG00000011143	MKS1	0.1	0.999985931919634	-0.1	0.815408758733799	-0.1	0.929044254329603	-0.2	0.867126866841165	-0.2	0.726515732619139
ENSG00000011198	ABHD5	-0.3	0.999985931919634	-0.3	0.665387336246658	-0.1	0.965036896640956			0.2	0.721421249232455
ENSG00000011201	ANOS1			0.4	0.553627169042578			0.1	0.970768396053319	0.6	0.492960558600306
ENSG00000011243	AKAP8L			-0.2	0.71865414592694					-0.1	0.811852781498623
ENSG00000011258	MBTD1			0.5	0.220803891233693					0.1	0.858576146551681
ENSG00000011260	UTP18	0.1	0.999985931919634	-0.3	0.305229645801666	-0.2	0.85126781812846	-0.2	0.840466598107023		
ENSG00000011275	RNF216			-0.3	0.301162251977337			-0.2	0.807168584405857	-0.2	0.670205866496433
ENSG00000011295	TTC19			0.1	0.893285986781739	-0.1	0.945065740179399	-0.1	0.965856564575		
ENSG00000011304	PTBP1	-0.1	0.999985931919634	-0.7	0.15502495849559	-0.2	0.887970905703676	-0.1	0.966761563532408	-0.3	0.516858708706595
ENSG00000011347	SYT7	0.3	0.999985931919634	-0.9	0.16274316519548	0.5	0.886725170908881	-0.6	0.538595177217293	-0.7	0.373624584038693
ENSG00000011376	LARS2	0.1	0.999985931919634	-0.6	0.146250780558615	-0.2	0.887589725051377	-0.1	0.926035213530524		
ENSG00000011405	PIK3C2A			0.4	0.338102736520246	-0.1	0.970410279152124	0.2	0.916811081853949	0.3	0.648914208489044
ENSG00000011422	PLAUR	0.2	0.999985931919634					0.2	0.935320044445525	0.3	0.693567731388175
ENSG00000011426	ANLN	0.3	0.999985931919634	1.1	0.139068407237573	0.1	0.983383072526479	0.5	0.683216524296727	0.7	0.433658061900699
ENSG00000011451	WIZ			-0.4	0.444833569524773	0.1	0.943472688267793	0.2	0.834869017320165	-0.4	0.530918081562264
ENSG00000011454	RABGAP1			0.3	0.407744961592723	0.2	0.892620531092889	0.2	0.873154852909455	0.1	0.83007345740849
ENSG00000011465	DCN	0.5	0.688368533601793	-0.1	0.910682838298254	0.6	0.764268746554268	0.2	0.891399745745728	0.5	0.446930296630297
ENSG00000011478	QPCTL			-0.7	0.206893978020285	-0.3	0.808082238210147	-0.4	0.590376493641783		
ENSG00000011485	PPP5C			-0.6	0.188199537254251			-0.4	0.542857617333538	-0.4	0.423517670466632
ENSG00000011523	CEP68			0.4	0.264408116472831	0.4	0.832400375465316	0.2	0.894663619451934		
ENSG00000011566	MAP4K3	-0.1	0.999985931919634	0.3	0.407165923445059	0.3	0.874998074336574			0.3	0.6109386472506
ENSG00000011590	ZBTB32	0.3	0.999985931919634			-0.1	0.98552016352893			-0.3	0.724613560181644
ENSG00000011600	TYROBP	0.2	0.999985931919634	-0.2	0.746570063451793	-0.5	0.572460113106938	-0.4	0.811681275432272	-0.1	0.890787217022144
ENSG00000011638	TMEM159	0.5	0.880712012675887	-0.3	0.684685919138887	0.3	0.929044254329603	0.1	0.955706366077502	0.3	0.715445324886403
ENSG00000012048	BRCA1	-0.1	0.999985931919634	0.2	0.813636789887235	0.1	0.971886881594689	-0.2	0.885988470128546	-0.5	0.544355916532958
ENSG00000012061	ERCC1			-0.7	0.196824824977114			-0.2	0.873007908841087	-0.4	0.54733107555243
ENSG00000012124	CD22	1.1	0.171129187988994	0.3	0.652923354799609	-0.2	0.964564991758934	0.4	0.650696571965132	0.4	0.721005982966888
ENSG00000012171	SEMA3B	0.9	0.441648105817692	0.2	0.76328790620734	1.7	0.0841432095231259	1.2	0.0149128488268006		
ENSG00000012174	MBTPS2	-0.4	0.965279555556949	0.1	0.849073272136099					0.2	0.732724807483893
ENSG00000012211	PRICKLE3			-0.3	0.576293141769557	0.3	0.741369707257605	-0.1	0.967926482148725	-0.5	0.433604211038497
ENSG00000012223	LTF	1.2	0.0979565342315209	0.7	0.305957143744958	-0.2	0.96773574179671	0.5	0.737575152553464	0.1	0.953312858399901
ENSG00000012232	EXTL3	-0.1	0.999985931919634	-0.5	0.255848516821296	0.1	0.96357906933792	-0.1	0.92737819573444	-0.3	0.588462552490108
ENSG00000012504	NR1H4	-0.2	0.999985931919634	0.1	0.873444161643842	-0.3	0.914621932828302	0.1	0.979329953151984		
ENSG00000012660	ELOVL5			-0.1	0.858336878881369	-0.3	0.912287081425711	-0.1	0.947624514470146	-0.1	0.946568933513714
ENSG00000012779	ALOX5	0.3	0.999985931919634	0.2	0.651727476639733	0.2	0.939933755132593	0.2	0.900726686356085	0.4	0.632701299136493
ENSG00000012817	KDM5D	0.1	0.999985931919634	-0.1	0.906085623852972			0.2	0.917974826098013		
ENSG00000012822	CALCOCO1					0.2	0.902618219518092			0.1	0.782856176030787
ENSG00000012963	UBR7	-0.1	0.999985931919634	-0.4	0.190216150683387	-0.1	0.937533786897238	-0.3	0.607560423736106	-0.1	0.933175248011403
ENSG00000012983	MAP4K5	-0.1	0.999985931919634	0.7	0.106274690092108	0.3	0.90751446475386	0.2	0.901391447623208	0.4	0.481213058287287
ENSG00000013016	EHD3	-0.2	0.999985931919634	-0.8	0.12276059993665	-0.5	0.795078015400488	-0.6	0.401382495319595	-0.4	0.625640405090977
ENSG00000013275	PSMC4	0.1	0.999985931919634	-0.8	0.126405054736808	-0.2	0.937533786897238	-0.3	0.845439623656629	-0.2	0.836805264621112
ENSG00000013288	MAN2B2	0.3	0.999985931919634	-0.5	0.279874811738936	-0.2	0.897732814153826	-0.1	0.930170458812968	-0.2	0.841152870345382
ENSG00000013293	SLC7A14					1.0	0.59728628259709	0.7	0.55894562927		
ENSG00000013297	CLDN11	0.7	0.601803949166771	0.6	0.279730088367678	0.9	0.428310718750985	0.8	0.054503684190859	0.8	0.223954911156074
ENSG00000013306	SLC25A39	0.1	0.999985931919634	-0.9	0.139081346494685	-0.2	0.923751020650483	-0.3	0.818604027925796	-0.4	0.609328547537756
ENSG00000013364	MVP	0.4	0.993448130804575	-0.3	0.408387911703347	0.2	0.923347405802186	0.1	0.943002461567268	0.2	0.836805264621112
ENSG00000013374	NUB1	0.1	0.999985931919634	-0.5	0.267979760367805	-0.2	0.926067594708437			0.1	0.904478573300869
ENSG00000013375	PGM3	-0.1	0.999985931919634			-0.3	0.804710067764335	0.1	0.949195185643444	0.2	0.734826387274863
ENSG00000013392	RWDD2A	-0.1	0.999985931919634	-0.1	0.876205850359535			0.1	0.942936855663481	0.1	0.92389555923506
ENSG00000013441	CLK1			0.6	0.300262990887483	0.2	0.946500148760769	0.1	0.965524233919614	0.3	0.734225894193016
ENSG00000013503	POLR3B	0.1	0.999985931919634	-0.2	0.493483460845251	-0.1	0.934911119311627	-0.1	0.901391447623208		
ENSG00000013523	ANGEL1	-0.1	0.999985931919634	-0.2	0.615163899942352			-0.1	0.927667995544482	-0.2	0.65924285918044
ENSG00000013561	RNF14	-0.1	0.999985931919634	-0.3	0.503363651730168	-0.1	0.937533786897238				
ENSG00000013563	DNASE1L1			-0.4	0.361850642771121	0.4	0.886725170908881			-0.3	0.683108738996744
ENSG00000013573	DDX11	-0.1	0.999985931919634	0.4	0.377794117593426	0.7	0.599883566515249	0.1	0.943871724768865		
ENSG00000013583	HEBP1	-0.1	0.999985931919634	-0.5	0.228472496655251			-0.2	0.855446030324375	-0.2	0.803779630788519
ENSG00000013588	GPRC5A	-0.2	0.999985931919634			1.1	0.600713028132971				
ENSG00000013619	MAMLD1	-0.3	0.999985931919634	-0.1	0.861859434614359			-0.5	0.497112818584529	-0.6	0.291392631361494
ENSG00000013725	CD6	0.8	0.441648105817692	0.7	0.296530202317998	0.1	0.983383072526479	0.8	0.221614488765945	0.3	0.735941947396859
ENSG00000013810	TACC3	0.1	0.999985931919634	0.4	0.390356057126388	-0.1	0.949573054398049	0.2	0.849837607343625	-0.1	0.921618469730192
ENSG00000014123	UFL1			0.2	0.552230210045739	-0.2	0.920681114609805	-0.1	0.969410045189402	0.4	0.559669103498785
ENSG00000014138	POLA2	-0.1	0.999985931919634	0.1	0.843075974021295	-0.2	0.898604751011441	-0.1	0.958603187139434	-0.2	0.80396899343844
ENSG00000014164	ZC3H3			-0.2	0.767750798853598			0.3	0.795327298474799	-0.1	0.886442072117571
ENSG00000014216	CAPN1	0.1	0.999985931919634	-0.6	0.242365020854268					-0.3	0.661237470835967
ENSG00000014257	ACP3	-0.2	0.999985931919634			0.3	0.908321694860136	0.3	0.891363011191593	0.1	0.949815425848882
ENSG00000014641	MDH1	0.1	0.999985931919634	-0.3	0.465034292760278	0.3	0.892620531092889			0.2	0.821251772636156
ENSG00000014824	SLC30A9	-0.1	0.999985931919634	0.1	0.739543811997822					0.4	0.488130606298612
ENSG00000014914	MTMR11	0.4	0.999985931919634	0.3	0.617247195045635	0.8	0.461039800808244	1.0	0.00320996427765054	1.4	4.30149690793499E-4
ENSG00000014919	COX15	-0.1	0.999985931919634	-0.2	0.407021952495774	-0.1	0.958197125447237	-0.2	0.8276718340846		
ENSG00000015133	CCDC88C	0.5	0.886829088231849	0.8	0.140115789785781	0.2	0.953795916089169	0.4	0.298622643148048	0.1	0.922327279892454
ENSG00000015153	YAF2			0.5	0.325276669227491	0.2	0.929044254329603	0.3	0.830662035776766	0.2	0.804668058362432
ENSG00000015171	ZMYND11	-0.1	0.999985931919634	0.1	0.791783733827752	0.1	0.965036896640956	0.1	0.95637425876525	0.2	0.591223954259413
ENSG00000015285	WAS	0.3	0.999985931919634	0.3	0.606769506276221	-0.1	0.956848754331584	0.1	0.939801682933996	-0.2	0.822898642892253
ENSG00000015413	DPEP1	0.7	0.668380386836807			-1.1	0.577745984108286				
ENSG00000015475	BID	-0.1	0.999985931919634	-0.9	0.0927589873678346	-0.3	0.905142826577034	-0.3	0.82254173856134	-0.3	0.759538002932307
ENSG00000015479	MATR3	-0.1	0.999985931919634	0.5	0.432675097058311	0.4	0.766465747876175	0.1	0.959606860240718	0.1	0.966471376298053
ENSG00000015520	NPC1L1	-0.6	0.496513428956122	-0.6	0.317306346212912	-0.1	0.987681445658116	-0.5	0.607694416616731	-0.2	0.812907612218372
ENSG00000015532	XYLT2			-0.5	0.341428210014301	-0.1	0.98165539246187			-0.1	0.835933370799638
ENSG00000015676	NUDCD3			-0.6	0.165848873376531			-0.1	0.932888456818958	-0.2	0.784460983734847
ENSG00000016391	CHDH			-0.3	0.480734305343379	-0.3	0.929044254329603				
ENSG00000016402	IL20RA	0.7	0.744795191993807			1.4	0.226033512261042	0.7	0.536173315077	0.3	0.771844811999734
ENSG00000016864	GLT8D1	0.1	0.999985931919634	-0.3	0.398398564750232	-0.3	0.717610817948299	-0.1	0.960078900871421	-0.1	0.906331771486766
ENSG00000017260	ATP2C1	-0.1	0.999985931919634	0.2	0.56764310909958			0.1	0.962004496678581	0.3	0.524150564295397
ENSG00000017427	IGF1	-0.4	0.973247057450461	-0.6	0.304505672266266	-0.6	0.764268746554268	-0.1	0.979394202414717		
ENSG00000017483	SLC38A5	0.9	0.441648105817692			-0.5	0.890169988313418	0.8	0.426320011096186		
ENSG00000017797	RALBP1			-0.3	0.353087273700566						
ENSG00000018189	RUFY3	-0.1	0.999985931919634	0.4	0.473003817885222	0.1	0.955098234054372	0.2	0.88140238922306		
ENSG00000018236	CNTN1	-0.3	0.999985931919634	-0.1	0.863782463084889	0.9	0.658477712965177	0.1	0.965414647295052	0.3	0.768513809080743
ENSG00000018280	SLC11A1	-0.1	0.999985931919634	-0.6	0.341428210014301	0.2	0.91943897747235	-0.3	0.840915671968903	-0.3	0.75315257849901
ENSG00000018408	WWTR1	-0.2	0.997896734104171	0.5	0.139081346494685	0.3	0.829971294211286			0.3	0.37325579129898
ENSG00000018510	AGPS	-0.1	0.999985931919634	0.1	0.928622838228829	-0.1	0.898476048016577			0.2	0.668932535559538
ENSG00000018610	STEEP1			-0.4	0.357048190629517	-0.1	0.96627649104626	-0.1	0.949806053387616		
ENSG00000018625	ATP1A2	0.5	0.969668693263544	-0.5	0.478313262963982	0.6	0.856849533081653				
ENSG00000018699	TTC27	0.1	0.999985931919634	-0.2	0.703751624540328			-0.1	0.967248257857854	0.2	0.477982166640189
ENSG00000018869	ZNF582	0.2	0.999985931919634	-0.1	0.867778103040102	-0.2	0.942543938650418	0.1	0.978578298964639	0.3	0.633147618667445
ENSG00000019102	VSIG2	1.1	0.0976499298838821	1.1	0.127068952416844	1.1	0.114204763781662	1.7	3.89503953010471E-5		
ENSG00000019144	PHLDB1	0.5	0.793144043077275	0.5	0.249783915320557	1.1	0.0841432095231259	0.7	0.0633553884328934	0.5	0.60541890216427
ENSG00000019169	MARCO	0.1	0.999985931919634	-0.5	0.538313218928766	-0.4	0.871480234059164	-0.4	0.840466598107023	-0.3	0.801652993166843
ENSG00000019485	PRDM11	0.2	0.999985931919634			0.3	0.788850902868571	0.2	0.855843670489529	-0.1	0.852178250667741
ENSG00000019505	SYT13	0.8	0.517368774771092			1.5	0.0841432095231259	1.5	0.00249312235775906	0.8	0.267221821307473
ENSG00000019549	SNAI2	-0.1	0.999985931919634	-0.4	0.347417436566874	0.1	0.961197463344001	-0.2	0.891399745745728	0.2	0.780394530604829
ENSG00000019582	CD74	0.4	0.999985931919634	0.2	0.784734103864436	-0.4	0.827609928737935	-0.1	0.973065885285677	0.1	0.945117221156453
ENSG00000019991	HGF	0.2	0.999985931919634	0.6	0.0901541853413488	-0.1	0.955098234054372	0.4	0.727147040298151	0.7	0.108862417940237
ENSG00000019995	ZRANB1	-0.2	0.999985931919634	-0.1	0.694172003971992	-0.1	0.956663070561996	-0.1	0.971125447166995		
ENSG00000020129	NCDN	0.2	0.999985931919634	-0.3	0.509723980206125			0.2	0.858420800940398	-0.1	0.921618469730192
ENSG00000020181	ADGRA2	0.4	0.999985931919634			0.5	0.701908209251241	0.5	0.352455967552175	0.1	0.894956047938914
ENSG00000020256	ZFP64			-0.2	0.689988647117737	-0.1	0.90779054492117	-0.2	0.85299848638311	-0.1	0.859118265027271
ENSG00000020426	MNAT1	-0.1	0.999985931919634	0.2	0.623566394858359	-0.1	0.937017606010719	-0.1	0.972691864733182	0.1	0.813126355507459
ENSG00000020577	SAMD4A	-0.4	0.112422926989945	-0.1	0.792824504443876	0.2	0.928073959761208	-0.3	0.659330462349866	-0.3	0.634228544265077
ENSG00000020633	RUNX3	0.5	0.966914121855373	0.5	0.348648174682626	-0.2	0.947364976555158	0.5	0.465691464402043	0.1	0.936857831115201
ENSG00000020922	MRE11	-0.2	0.999985931919634	0.6	0.249629414896507			0.2	0.930333929048023	0.4	0.585302706668711
ENSG00000021300	PLEKHB1	0.7	0.688153524873792	0.7	0.189092806109208	1.1	0.358667928859658	0.4	0.802678178696358	0.1	0.97169348527616
ENSG00000021355	SERPINB1	0.1	0.999985931919634	0.1	0.898627896920742	-0.1	0.955315143556143	-0.1	0.962009589448117	0.5	0.339325930104282
ENSG00000021461	CYP3A43	-0.6	0.78058575262295	0.4	0.608439221533369	-0.5	0.877886170289888	0.2	0.948452879384468	0.1	0.969851003384142
ENSG00000021488	SLC7A9			-0.9	0.096836270066512	-0.4	0.851594395253007	-0.5	0.267789938572099	-0.3	0.729651925765681
ENSG00000021574	SPAST	-0.2	0.999985931919634	0.1	0.697134983390208			-0.1	0.940062523509502	0.2	0.780806027933003
ENSG00000021645	NRXN3	0.1	0.999985931919634			1.1	0.498027573695979	1.4	0.00759981950201568	0.7	0.322379918202446
ENSG00000021762	OSBPL5	0.3	0.999985931919634	0.1	0.814202814818926	0.5	0.658477712965177	0.3	0.820438729847634		
ENSG00000021776	AQR	0.1	0.999985931919634	0.1	0.735123625858735	-0.1	0.96831044838065	0.1	0.942757030507024	0.1	0.757581646737325
ENSG00000021826	CPS1	0.1	0.999985931919634	-0.1	0.750860082712476	-0.4	0.901459940478543	-0.1	0.936359909034095	-0.1	0.955544780444997
ENSG00000021852	C8B	-0.2	0.999985931919634	-0.8	0.125922163546632	-0.5	0.835097230784767	-0.6	0.294120612411136		
ENSG00000022267	FHL1			-0.9	0.103533230251516	0.2	0.946500148760769	-0.3	0.744970019556615	-0.3	0.699751752982134
ENSG00000022277	RTF2			-0.8	0.105146707658416	-0.1	0.972604385780877	-0.3	0.803582196850136	-0.2	0.81722380631295
ENSG00000022556	NLRP2	-0.2	0.999985931919634			0.2	0.960570587727158	0.3	0.855246887984772	0.3	0.764434002683463
ENSG00000022567	SLC45A4	0.5	0.816314840096149	1.0	0.0401601057511553	0.9	0.30780812586541	0.5	0.502962753440306	0.3	0.722115133802239
ENSG00000022840	RNF10	0.1	0.999985931919634	-0.4	0.288828280880529	0.1	0.929044254329603			-0.3	0.633147618667445
ENSG00000022976	ZNF839	-0.1	0.999985931919634	0.2	0.561986673604413	0.1	0.964564991758934			-0.2	0.632701299136493
ENSG00000023041	ZDHHC6	-0.1	0.999985931919634			-0.2	0.798135417424554	-0.1	0.884930768568644		
ENSG00000023171	GRAMD1B	0.6	0.685688402517618	1.0	0.0978412351213557	1.2	0.0999630955127422	0.9	0.0225331208260864	0.8	0.266319033235401
